"The Sitter",2011,"http://www.imdb.com/title/tt1366344/"
"The Slammin' Salmon",2009,"http://www.imdb.com/title/tt1135525/"
"The Smurfs",2011,"http://www.imdb.com/title/tt0472181/"
"The Social Network",2010,"http://www.imdb.com/title/tt1285016/"
"The Sweeney",2012,"http://www.imdb.com/title/tt0857190/"
"The Taking of Pelham 1 2 3",2009,"http://www.imdb.com/title/tt1111422/"
"The Terminator",1984,"http://www.imdb.com/title/tt0088247/"
"The Terminator",1984,"http://www.imdb.com/title/tt0088247/"
"The Tournament",2009,"http://www.imdb.com/title/tt0471041/"
"The Town",2010,"http://www.imdb.com/title/tt0840361/"
"The Watch",2012,"http://www.imdb.com/title/tt2258948/"
"Thor",2011,"http://www.imdb.com/title/tt0800369/"
"Tinker Tailor Soldier Spy",2011,"http://www.imdb.com/title/tt1340800/"
"Total Recall",1990,"http://www.imdb.com/title/tt2322772/"
"Total Recall",2012,"http://www.imdb.com/title/tt1386703/"
"Toy Story 3",2010,"http://www.imdb.com/title/tt0435761/"
"Traffic",2000,"http://www.imdb.com/title/tt0181865/"
"Transformers",2007,"http://www.imdb.com/title/tt0418279/"
"Transformers: Dark of the Moon",2011,"http://www.imdb.com/title/tt1853725/"
"Transformers: Revenge of the Fallen",2009,"http://www.imdb.com/title/tt1369842/"
"Trespass",2011,"http://www.imdb.com/title/tt1674784/"
"Tron Legacy",2010,"http://www.imdb.com/title/tt1104001/"
"Tropic Thunder",2008,"http://www.imdb.com/title/tt0942385/"
"Twelve Monkeys",1995,"http://www.imdb.com/title/tt0114746/"
"Underworld Awakening",2012,"http://www.imdb.com/title/tt1496025/"
"Undisputed",2002,"http://www.imdb.com/title/tt0281322/"
"Undisputed III: Redemption",2010,"http://www.imdb.com/title/tt1156466/"
"Undisputed II: Last Man Standing",2006,"http://www.imdb.com/title/tt0443676/"
"Unknown",2011,"http://www.imdb.com/title/tt1401152/"
"Unstoppable",2010,"http://www.imdb.com/title/tt2265960/"
"V for Vendetta",2005,"http://www.imdb.com/title/tt0434409/"
"Warrior",2011,"http://www.imdb.com/title/tt1291584/"
"Watchmen",2009,"http://www.imdb.com/title/tt0409459/"
"Wrath of the Titans",2012,"http://www.imdb.com/title/tt1646987/"
"X2",2003,"http://www.imdb.com/title/tt0290334/"
"X-Men",2000,"http://www.imdb.com/title/tt0120903/"
"X-Men First Class",2011,"http://www.imdb.com/title/tt1270798/"
"X-Men Origins Wolverine",2009,"http://www.imdb.com/title/tt1334106/"
"X-Men The Last Stand",2006,"http://www.imdb.com/title/tt0376994/"
"Year One",2009,"http://www.imdb.com/title/tt1045778/"
"Young Adult",2011,"http://www.imdb.com/title/tt1625346/"
"Your Highness",2011,"http://www.imdb.com/title/tt1240982/"
